127.0.0.1 - - [03/Jan/2023:19:31:38 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:31:40 +0530] "GET /Project-4/ HTTP/1.1" 200 568
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:31:40 +0530] "GET /Project-4/img/RaysLogo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:31:43 +0530] "GET /Project-4/WelcomeCtl HTTP/1.1" 200 1423
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:31:46 +0530] "GET /Project-4/LoginCtl HTTP/1.1" 200 2837
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:03 +0530] "POST /Project-4/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:03 +0530] "GET /Project-4/WelcomeCtl HTTP/1.1" 200 3026
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:20 +0530] "GET /Project-4/ctl/MarksheetMeritListCtl HTTP/1.1" 200 5708
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:38 +0530] "GET /Project-4/ctl/MarksheetMeritListCtl HTTP/1.1" 200 5708
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:41 +0530] "GET /Project-4/ctl/MarksheetCtl HTTP/1.1" 200 6136
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:43 +0530] "GET /Project-4/ctl/MarksheetListCtl HTTP/1.1" 200 9396
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:43 +0530] "GET /Project-4/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:43 +0530] "GET /Project-4/js/Checkbox11.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:51 +0530] "POST /Project-4/ctl/MarksheetListCtl HTTP/1.1" 200 6059
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:54 +0530] "POST /Project-4/ctl/MarksheetListCtl HTTP/1.1" 200 9396
0:0:0:0:0:0:0:1 - - [03/Jan/2023:19:32:59 +0530] "GET /Project-4/ctl/UserListCtl HTTP/1.1" 200 8959
